accession	description	scientific_name	tax_id	tax_lineage	country	location	altitude	isolation_source	environmental_sample	host	host_tax_id	dev_stage	sex	tissue_type	collected_by	identified_by	collection_date	collection_date_start	collection_date_end	isolate	strain	sub_species	sub_strain	cultivar	ecotype	variety	specimen_voucher	culture_collection	bio_material	study_accession	sample_accession	secondary_sample_accession
KF009245	Uncultured bacterium clone 9007g-639 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009276	Uncultured bacterium clone 9015C-332 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009280	Uncultured bacterium clone 9015C-349 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009283	Uncultured bacterium clone 9015C-355 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009286	Uncultured bacterium clone 9015C-359 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009291	Uncultured bacterium clone 9015C-322 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009321	Uncultured bacterium clone 9015C-512 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009325	Uncultured bacterium clone 9015C-518 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009379	Uncultured bacterium clone 9015C-619 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009391	Uncultured bacterium clone 9015g-52 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009395	Uncultured bacterium clone 9015g-70 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009459	Uncultured bacterium clone 9015g-303 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009467	Uncultured bacterium clone 9015g-314 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009468	Uncultured bacterium clone 9015g-315 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009499	Uncultured bacterium clone 9015g-411 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009060	Uncultured bacterium clone 9007C-113 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009083	Uncultured bacterium clone 9007C-164 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009085	Uncultured bacterium clone 9007C-171 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009091	Uncultured bacterium clone 9007C-184 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009096	Uncultured bacterium clone 9007C-52 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009136	Uncultured bacterium clone 9007C-230 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009165	Uncultured bacterium clone 9007g-24 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009201	Uncultured bacterium clone 9007g-304 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009211	Uncultured bacterium clone 9007g-393 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009214	Uncultured bacterium clone 9007g-375 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009220	Uncultured bacterium clone 9007g-309 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009222	Uncultured bacterium clone 9007g-429 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009227	Uncultured bacterium clone 9007g-501 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009232	Uncultured bacterium clone 9007g-523 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009243	Uncultured bacterium clone 9007g-637 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009250	Uncultured bacterium clone 9007g-647 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009267	Uncultured bacterium clone 9015C-314 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009268	Uncultured bacterium clone 9015C-315 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009272	Uncultured bacterium clone 9015C-321 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009296	Uncultured bacterium clone 9015C-351 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009298	Uncultured bacterium clone 9015C-415 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009305	Uncultured bacterium clone 9015C-437 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009368	Uncultured bacterium clone 9015C-603 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009384	Uncultured bacterium clone 9015C-628 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009410	Uncultured bacterium clone 9015g-204 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009431	Uncultured bacterium clone 9015g-231 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009477	Uncultured bacterium clone 9015g-330 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009494	Uncultured bacterium clone 9015g-406 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009502	Uncultured bacterium clone 9015g-414 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009505	Uncultured bacterium clone 9015g-420 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768672	Uncultured actinobacterium clone GH48_63-2mum_NPKM_1 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009086	Uncultured bacterium clone 9007C-173 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009433	Uncultured bacterium clone 9015g-233 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009470	Uncultured bacterium clone 9015g-318 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768667	Uncultured actinobacterium clone GH48_>2000mum_CK_12 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009139	Uncultured bacterium clone 9007C-234 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009326	Uncultured bacterium clone 9015C-520 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009432	Uncultured bacterium clone 9015g-232 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768682	Uncultured actinobacterium clone GH48_cell_200-63mum_NPKM_6 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
PV435877	Discocriconemella sp. c CCN-2025a isolate GH48 large subunit ribosomal RNA gene, partial sequence.	Discocriconemella sp. c CCN-2025a	3416227	1;131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;33283;211167;211168;211169;619193;2629714;3416227					false	forest							2024	2024-01-01	2024-12-31	GH48							ACC232_CZ06					
KX768678	Uncultured actinobacterium clone GH48_2-0.1mum_NPKM_16 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768692	Uncultured actinobacterium clone GH48_cell_2-0.1mum_NPKM_6 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768676	Uncultured actinobacterium clone GH48_2-0.1mum_NPK_7 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
AB557697	Ruminococcus albus cel48A gene for GH48 cellulase, complete cds.	Ruminococcus albus	1264	1;131567;2;1783272;1239;186801;186802;216572;1263;1264					false												F40											
FJ609194	Paramyxovirus bat/GH48/2008 polymerase (L) gene, partial cds.	Paramyxovirus bat/GH48/2008	589525	1;10239;2559587;2732396;2497569;2497570;2497574;11157;11158;336871;589525	Ghana				false	Eidolon helvum	77214						2008	2008-01-01	2008-12-31	BatPV/Eid.helv./GH48/2008												
AY856682	Hepatitis B virus isolate GH48 surface antigen (S) gene, partial cds.	Hepatitis B virus	10407	1;10239;2559587;2732397;2732409;2732514;2732515;10404;10405;3431302;10407	Ghana				false											GH48												
KR049174	Uncultured Herpetosiphon sp. clone HM02 cellulase GH48 (cel48) gene, partial cds.	uncultured Herpetosiphon sp.	290606	1;131567;2;1783272;200795;32061;189772;189773;64;290605;290606	China:Changbai Mountain Nature Reserve, Southeast			forest soil	true																							
AB301471	Bacillus amyloliquefaciens fus gene for elongation factor G, partial cds, strain: GH48.	Bacillus amyloliquefaciens	1390	1;131567;2;1783272;1239;91061;1385;186817;1386;653685;1938374;1390					false												GH48											
HM175849	Leptinotarsa decemlineata glycoside hydrolase family protein 48 (GH48-3) mRNA, complete cds.	Leptinotarsa decemlineata	7539	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71528;27439;63707;63712;7538;7539					false			larva		midgut																		
AB301446	Bacillus amyloliquefaciens rpoB gene for RNA polymerase beta subunit, partial cds, strain: GH48.	Bacillus amyloliquefaciens	1390	1;131567;2;1783272;1239;91061;1385;186817;1386;653685;1938374;1390					false												GH48											
AY396911	HIV-1 strain S|GH48 from Ghana gag protein (gag) gene, partial cds.	Human immunodeficiency virus 1	11676	1;10239;2559587;2732397;2732409;2732514;2169561;11632;327045;1233735;11646;3418650;11676	Ghana				false												S|GH48											
AY397560	HIV-1 strain S|GH48 from Ghana envelope glycoprotein (env) gene, partial cds.	Human immunodeficiency virus 1	11676	1;10239;2559587;2732397;2732409;2732514;2169561;11632;327045;1233735;11646;3418650;11676	Ghana				false												S|GH48											
KX768666	Uncultured actinobacterium clone GH48_Bulk_CK_4 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009058	Uncultured bacterium clone 9007C-106 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009168	Uncultured bacterium clone 9007g-76 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009215	Uncultured bacterium clone 9007g-395 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009258	Uncultured bacterium clone 9015C-150 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009319	Uncultured bacterium clone 9015C-510 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009347	Uncultured bacterium clone 9015C-551 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009353	Uncultured bacterium clone 9015C-557 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009393	Uncultured bacterium clone 9015g-66 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009405	Uncultured bacterium clone 9015g-115 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009439	Uncultured bacterium clone 9015g-55 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009464	Uncultured bacterium clone 9015g-311 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009079	Uncultured bacterium clone 9007C-153 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009087	Uncultured bacterium clone 9007C-174 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009088	Uncultured bacterium clone 9007C-177 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009097	Uncultured bacterium clone 9007C-54 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009109	Uncultured bacterium clone 9007C-77 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009113	Uncultured bacterium clone 9007C-92 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009135	Uncultured bacterium clone 9007C-229 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009154	Uncultured bacterium clone 9007C-262 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009159	Uncultured bacterium clone 9007C-271 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009179	Uncultured bacterium clone 9007g-132 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009191	Uncultured bacterium clone 9007g-169 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009194	Uncultured bacterium clone 9007g-265 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009203	Uncultured bacterium clone 9007g-311 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009204	Uncultured bacterium clone 9007g-314 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009213	Uncultured bacterium clone 9007g-368 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009230	Uncultured bacterium clone 9007g-513 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009247	Uncultured bacterium clone 9007g-642 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009266	Uncultured bacterium clone 9015C-313 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009278	Uncultured bacterium clone 9015C-342 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009297	Uncultured bacterium clone 9015C-403 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009322	Uncultured bacterium clone 9015C-513 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009327	Uncultured bacterium clone 9015C-521 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009329	Uncultured bacterium clone 9015C-523 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009341	Uncultured bacterium clone 9015C-543 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009349	Uncultured bacterium clone 9015C-553 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009350	Uncultured bacterium clone 9015C-554 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009362	Uncultured bacterium clone 9015C-570 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009370	Uncultured bacterium clone 9015C-606 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009371	Uncultured bacterium clone 9015C-607 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009372	Uncultured bacterium clone 9015C-612 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009374	Uncultured bacterium clone 9015C-614 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009386	Uncultured bacterium clone 9015g-8 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009387	Uncultured bacterium clone 9015g-9 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009398	Uncultured bacterium clone 9015g-103 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009404	Uncultured bacterium clone 9015g-113 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009408	Uncultured bacterium clone 9015g-130 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009409	Uncultured bacterium clone 9015g-142 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009416	Uncultured bacterium clone 9015g-212 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009426	Uncultured bacterium clone 9015g-223 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009436	Uncultured bacterium clone 9015g-237 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009452	Uncultured bacterium clone 9015g-135 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009469	Uncultured bacterium clone 9015g-317 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009474	Uncultured bacterium clone 9015g-327 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009483	Uncultured bacterium clone 9015g-60 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009485	Uncultured bacterium clone 9015g-62 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009488	Uncultured bacterium clone 9015g-69 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009500	Uncultured bacterium clone 9015g-412 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768689	Uncultured actinobacterium clone GH48_cell_63-2mum_NPK_9 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009056	Uncultured bacterium clone 9007C-103 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009062	Uncultured bacterium clone 9007C-117 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009102	Uncultured bacterium clone 9007C-64 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009158	Uncultured bacterium clone 9007C-270 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009164	Uncultured bacterium clone 9007g-9 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009180	Uncultured bacterium clone 9007g-142 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009181	Uncultured bacterium clone 9007g-153 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009196	Uncultured bacterium clone 9007g-279 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009197	Uncultured bacterium clone 9007g-280 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009262	Uncultured bacterium clone 9015C-306 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009270	Uncultured bacterium clone 9015C-317 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009292	Uncultured bacterium clone 9015C-323 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009316	Uncultured bacterium clone 9015C-507 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009337	Uncultured bacterium clone 9015C-533 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009358	Uncultured bacterium clone 9015C-564 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009383	Uncultured bacterium clone 9015C-626 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009402	Uncultured bacterium clone 9015g-110 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009434	Uncultured bacterium clone 9015g-234 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009437	Uncultured bacterium clone 9015g-238 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009438	Uncultured bacterium clone 9015g-24 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009462	Uncultured bacterium clone 9015g-308 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009489	Uncultured bacterium clone 9015g-401 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
